Date,Periodicity,Gas price
01/01/2018,Actual day,1.7083
01/01/2018,Preceding seven-day rolling average,1.8474
02/01/2018,Actual day,1.7331
02/01/2018,Preceding seven-day rolling average,1.8318
03/01/2018,Actual day,1.7663
03/01/2018,Preceding seven-day rolling average,1.8019
04/01/2018,Actual day,1.7719
04/01/2018,Preceding seven-day rolling average,1.7835
05/01/2018,Actual day,1.7601
05/01/2018,Preceding seven-day rolling average,1.7608
06/01/2018,Actual day,1.7186
06/01/2018,Preceding seven-day rolling average,1.7554
07/01/2018,Actual day,1.817
07/01/2018,Preceding seven-day rolling average,1.7415
08/01/2018,Actual day,1.7993
08/01/2018,Preceding seven-day rolling average,1.7536
09/01/2018,Actual day,1.7734
09/01/2018,Preceding seven-day rolling average,1.7666
10/01/2018,Actual day,1.7862
10/01/2018,Preceding seven-day rolling average,1.7724
11/01/2018,Actual day,1.8334
11/01/2018,Preceding seven-day rolling average,1.7752
12/01/2018,Actual day,1.778
12/01/2018,Preceding seven-day rolling average,1.784
13/01/2018,Actual day,1.7796
13/01/2018,Preceding seven-day rolling average,1.7865
14/01/2018,Actual day,1.7774
14/01/2018,Preceding seven-day rolling average,1.7953
15/01/2018,Actual day,1.733
15/01/2018,Preceding seven-day rolling average,1.7896
16/01/2018,Actual day,1.7304
16/01/2018,Preceding seven-day rolling average,1.7801
17/01/2018,Actual day,1.718
17/01/2018,Preceding seven-day rolling average,1.774
18/01/2018,Actual day,1.7026
18/01/2018,Preceding seven-day rolling average,1.7643
19/01/2018,Actual day,1.7158
19/01/2018,Preceding seven-day rolling average,1.7456
20/01/2018,Actual day,1.7204
20/01/2018,Preceding seven-day rolling average,1.7367
21/01/2018,Actual day,1.6999
21/01/2018,Preceding seven-day rolling average,1.7282
22/01/2018,Actual day,1.6852
22/01/2018,Preceding seven-day rolling average,1.7172
23/01/2018,Actual day,1.6529
23/01/2018,Preceding seven-day rolling average,1.7103
24/01/2018,Actual day,1.6241
24/01/2018,Preceding seven-day rolling average,1.6993
25/01/2018,Actual day,1.6529
25/01/2018,Preceding seven-day rolling average,1.6858
26/01/2018,Actual day,1.6146
26/01/2018,Preceding seven-day rolling average,1.6787
27/01/2018,Actual day,1.6223
27/01/2018,Preceding seven-day rolling average,1.6643
28/01/2018,Actual day,1.5549
28/01/2018,Preceding seven-day rolling average,1.6503
29/01/2018,Actual day,1.5893
29/01/2018,Preceding seven-day rolling average,1.6296
30/01/2018,Actual day,1.6295
30/01/2018,Preceding seven-day rolling average,1.6159
31/01/2018,Actual day,1.612
31/01/2018,Preceding seven-day rolling average,1.6125
01/02/2018,Actual day,1.6952
01/02/2018,Preceding seven-day rolling average,1.6108
02/02/2018,Actual day,1.7638
02/02/2018,Preceding seven-day rolling average,1.6168
03/02/2018,Actual day,1.6615
03/02/2018,Preceding seven-day rolling average,1.6381
04/02/2018,Actual day,1.6799
04/02/2018,Preceding seven-day rolling average,1.6437
05/02/2018,Actual day,1.6932
05/02/2018,Preceding seven-day rolling average,1.6616
06/02/2018,Actual day,1.7097
06/02/2018,Preceding seven-day rolling average,1.6764
07/02/2018,Actual day,1.7666
07/02/2018,Preceding seven-day rolling average,1.6879
08/02/2018,Actual day,1.7444
08/02/2018,Preceding seven-day rolling average,1.71
09/02/2018,Actual day,1.7284
09/02/2018,Preceding seven-day rolling average,1.717
10/02/2018,Actual day,1.7429
10/02/2018,Preceding seven-day rolling average,1.712
11/02/2018,Actual day,1.7118
11/02/2018,Preceding seven-day rolling average,1.7236
12/02/2018,Actual day,1.7245
12/02/2018,Preceding seven-day rolling average,1.7281
13/02/2018,Actual day,1.7973
13/02/2018,Preceding seven-day rolling average,1.7326
14/02/2018,Actual day,1.7268
14/02/2018,Preceding seven-day rolling average,1.7451
15/02/2018,Actual day,1.6477
15/02/2018,Preceding seven-day rolling average,1.7394
16/02/2018,Actual day,1.7306
16/02/2018,Preceding seven-day rolling average,1.7256
17/02/2018,Actual day,1.7116
17/02/2018,Preceding seven-day rolling average,1.7259
18/02/2018,Actual day,1.7065
18/02/2018,Preceding seven-day rolling average,1.7215
19/02/2018,Actual day,1.8878
19/02/2018,Preceding seven-day rolling average,1.7207
20/02/2018,Actual day,1.8766
20/02/2018,Preceding seven-day rolling average,1.744
21/02/2018,Actual day,1.9408
21/02/2018,Preceding seven-day rolling average,1.7554
22/02/2018,Actual day,2.074
22/02/2018,Preceding seven-day rolling average,1.7859
23/02/2018,Actual day,2.078
23/02/2018,Preceding seven-day rolling average,1.8468
24/02/2018,Actual day,1.8699
24/02/2018,Preceding seven-day rolling average,1.8965
25/02/2018,Actual day,1.895
25/02/2018,Preceding seven-day rolling average,1.9191
26/02/2018,Actual day,2.417
26/02/2018,Preceding seven-day rolling average,1.946
27/02/2018,Actual day,3.6485
27/02/2018,Preceding seven-day rolling average,2.0216
28/02/2018,Actual day,5.7535
28/02/2018,Preceding seven-day rolling average,2.2747
01/03/2018,Actual day,12.7162
01/03/2018,Preceding seven-day rolling average,4.3397
02/03/2018,Actual day,8.6943
02/03/2018,Preceding seven-day rolling average,4.3397
03/03/2018,Actual day,2.239
03/03/2018,Preceding seven-day rolling average,5.2849
04/03/2018,Actual day,1.991
04/03/2018,Preceding seven-day rolling average,5.3376
05/03/2018,Actual day,1.7443
05/03/2018,Preceding seven-day rolling average,5.3514
06/03/2018,Actual day,1.7649
06/03/2018,Preceding seven-day rolling average,5.2553
07/03/2018,Actual day,1.7205
07/03/2018,Preceding seven-day rolling average,4.9862
08/03/2018,Actual day,1.7898
08/03/2018,Preceding seven-day rolling average,4.41
09/03/2018,Actual day,1.8981
09/03/2018,Preceding seven-day rolling average,2.8491
10/03/2018,Actual day,1.8615
10/03/2018,Preceding seven-day rolling average,1.8782
11/03/2018,Actual day,1.8474
11/03/2018,Preceding seven-day rolling average,1.8243
12/03/2018,Actual day,2.5045
12/03/2018,Preceding seven-day rolling average,1.8038
13/03/2018,Actual day,2.3297
13/03/2018,Preceding seven-day rolling average,1.9124
14/03/2018,Actual day,2.0798
14/03/2018,Preceding seven-day rolling average,1.9931
15/03/2018,Actual day,2.2556
15/03/2018,Preceding seven-day rolling average,2.0444
16/03/2018,Actual day,1.8743
16/03/2018,Preceding seven-day rolling average,2.1109
17/03/2018,Actual day,1.8881
17/03/2018,Preceding seven-day rolling average,2.1075
18/03/2018,Actual day,2.2004
18/03/2018,Preceding seven-day rolling average,2.1113
19/03/2018,Actual day,1.9703
19/03/2018,Preceding seven-day rolling average,2.1618
20/03/2018,Actual day,1.9094
20/03/2018,Preceding seven-day rolling average,2.0855
21/03/2018,Actual day,1.8633
21/03/2018,Preceding seven-day rolling average,2.0254
22/03/2018,Actual day,1.8553
22/03/2018,Preceding seven-day rolling average,1.9945
23/03/2018,Actual day,1.7548
23/03/2018,Preceding seven-day rolling average,1.9373
24/03/2018,Actual day,1.7908
24/03/2018,Preceding seven-day rolling average,1.9202
25/03/2018,Actual day,1.6877
25/03/2018,Preceding seven-day rolling average,1.9063
26/03/2018,Actual day,1.6361
26/03/2018,Preceding seven-day rolling average,1.8331
27/03/2018,Actual day,1.7148
27/03/2018,Preceding seven-day rolling average,1.7853
28/03/2018,Actual day,1.6609
28/03/2018,Preceding seven-day rolling average,1.7575
29/03/2018,Actual day,1.7654
29/03/2018,Preceding seven-day rolling average,1.7286
30/03/2018,Actual day,1.6619
30/03/2018,Preceding seven-day rolling average,1.7158
31/03/2018,Actual day,1.6743
31/03/2018,Preceding seven-day rolling average,1.7025
01/04/2018,Actual day,1.811
01/04/2018,Preceding seven-day rolling average,1.6859
02/04/2018,Actual day,1.7961
02/04/2018,Preceding seven-day rolling average,1.7035
03/04/2018,Actual day,1.6375
03/04/2018,Preceding seven-day rolling average,1.7263
04/04/2018,Actual day,1.6794
04/04/2018,Preceding seven-day rolling average,1.7153
05/04/2018,Actual day,1.6877
05/04/2018,Preceding seven-day rolling average,1.7179
06/04/2018,Actual day,1.6627
06/04/2018,Preceding seven-day rolling average,1.7068
07/04/2018,Actual day,1.7057
07/04/2018,Preceding seven-day rolling average,1.707
08/04/2018,Actual day,1.688
08/04/2018,Preceding seven-day rolling average,1.7114
09/04/2018,Actual day,1.7717
09/04/2018,Preceding seven-day rolling average,1.6939
10/04/2018,Actual day,1.8336
10/04/2018,Preceding seven-day rolling average,1.6904
11/04/2018,Actual day,1.86
11/04/2018,Preceding seven-day rolling average,1.7184
12/04/2018,Actual day,1.9138
12/04/2018,Preceding seven-day rolling average,1.7442
13/04/2018,Actual day,1.8746
13/04/2018,Preceding seven-day rolling average,1.7765
14/04/2018,Actual day,1.685
14/04/2018,Preceding seven-day rolling average,1.8068
15/04/2018,Actual day,1.7217
15/04/2018,Preceding seven-day rolling average,1.8038
16/04/2018,Actual day,1.713
16/04/2018,Preceding seven-day rolling average,1.8086
17/04/2018,Actual day,1.7278
17/04/2018,Preceding seven-day rolling average,1.8002
18/04/2018,Actual day,1.6566
18/04/2018,Preceding seven-day rolling average,1.7851
19/04/2018,Actual day,1.7628
19/04/2018,Preceding seven-day rolling average,1.7561
20/04/2018,Actual day,1.7394
20/04/2018,Preceding seven-day rolling average,1.7345
21/04/2018,Actual day,1.6772
21/04/2018,Preceding seven-day rolling average,1.7152
22/04/2018,Actual day,1.6732
22/04/2018,Preceding seven-day rolling average,1.7141
23/04/2018,Actual day,1.7175
23/04/2018,Preceding seven-day rolling average,1.7071
24/04/2018,Actual day,1.7444
24/04/2018,Preceding seven-day rolling average,1.7078
25/04/2018,Actual day,1.7295
25/04/2018,Preceding seven-day rolling average,1.7102
26/04/2018,Actual day,1.7782
26/04/2018,Preceding seven-day rolling average,1.7206
27/04/2018,Actual day,1.84
27/04/2018,Preceding seven-day rolling average,1.7228
28/04/2018,Actual day,1.8494
28/04/2018,Preceding seven-day rolling average,1.7371
29/04/2018,Actual day,1.8437
29/04/2018,Preceding seven-day rolling average,1.7617
30/04/2018,Actual day,1.8449
30/04/2018,Preceding seven-day rolling average,1.7861
01/05/2018,Actual day,1.8108
01/05/2018,Preceding seven-day rolling average,1.8043
02/05/2018,Actual day,1.8232
02/05/2018,Preceding seven-day rolling average,1.8138
03/05/2018,Actual day,1.8014
03/05/2018,Preceding seven-day rolling average,1.8272
04/05/2018,Actual day,1.8291
04/05/2018,Preceding seven-day rolling average,1.8305
05/05/2018,Actual day,1.8067
05/05/2018,Preceding seven-day rolling average,1.8289
06/05/2018,Actual day,1.795
06/05/2018,Preceding seven-day rolling average,1.8228
07/05/2018,Actual day,1.8145
07/05/2018,Preceding seven-day rolling average,1.8159
08/05/2018,Actual day,1.8292
08/05/2018,Preceding seven-day rolling average,1.8115
09/05/2018,Actual day,1.7823
09/05/2018,Preceding seven-day rolling average,1.8142
10/05/2018,Actual day,1.8226
10/05/2018,Preceding seven-day rolling average,1.8083
11/05/2018,Actual day,1.8763
11/05/2018,Preceding seven-day rolling average,1.8113
12/05/2018,Actual day,1.8948
12/05/2018,Preceding seven-day rolling average,1.8181
13/05/2018,Actual day,1.8607
13/05/2018,Preceding seven-day rolling average,1.8307
14/05/2018,Actual day,1.9308
14/05/2018,Preceding seven-day rolling average,1.8401
15/05/2018,Actual day,1.8605
15/05/2018,Preceding seven-day rolling average,1.8567
16/05/2018,Actual day,1.894
16/05/2018,Preceding seven-day rolling average,1.8611
17/05/2018,Actual day,1.9762
17/05/2018,Preceding seven-day rolling average,1.8771
18/05/2018,Actual day,1.9467
18/05/2018,Preceding seven-day rolling average,1.899
19/05/2018,Actual day,1.9272
19/05/2018,Preceding seven-day rolling average,1.9091
20/05/2018,Actual day,1.8872
20/05/2018,Preceding seven-day rolling average,1.9137
21/05/2018,Actual day,1.9275
21/05/2018,Preceding seven-day rolling average,1.9175
22/05/2018,Actual day,2.0073
22/05/2018,Preceding seven-day rolling average,1.917
23/05/2018,Actual day,1.9857
23/05/2018,Preceding seven-day rolling average,1.938
24/05/2018,Actual day,2.0187
24/05/2018,Preceding seven-day rolling average,1.9511
25/05/2018,Actual day,1.9092
25/05/2018,Preceding seven-day rolling average,1.9572
26/05/2018,Actual day,1.8616
26/05/2018,Preceding seven-day rolling average,1.9518
27/05/2018,Actual day,1.8855
27/05/2018,Preceding seven-day rolling average,1.9425
28/05/2018,Actual day,1.9154
28/05/2018,Preceding seven-day rolling average,1.9422
29/05/2018,Actual day,2.0158
29/05/2018,Preceding seven-day rolling average,1.9405
30/05/2018,Actual day,2.1159
30/05/2018,Preceding seven-day rolling average,1.9417
31/05/2018,Actual day,2.035
31/05/2018,Preceding seven-day rolling average,1.9603
01/06/2018,Actual day,1.9654
01/06/2018,Preceding seven-day rolling average,1.9626
02/06/2018,Actual day,1.9852
02/06/2018,Preceding seven-day rolling average,1.9707
03/06/2018,Actual day,1.9916
03/06/2018,Preceding seven-day rolling average,1.9883
04/06/2018,Actual day,2.0291
04/06/2018,Preceding seven-day rolling average,2.0035
05/06/2018,Actual day,1.9589
05/06/2018,Preceding seven-day rolling average,2.0197
06/06/2018,Actual day,1.9483
06/06/2018,Preceding seven-day rolling average,2.0116
07/06/2018,Actual day,2.0204
07/06/2018,Preceding seven-day rolling average,1.9876
08/06/2018,Actual day,2.0051
08/06/2018,Preceding seven-day rolling average,1.9856
09/06/2018,Actual day,1.9572
09/06/2018,Preceding seven-day rolling average,1.9912
10/06/2018,Actual day,1.9137
10/06/2018,Preceding seven-day rolling average,1.9872
11/06/2018,Actual day,1.8678
11/06/2018,Preceding seven-day rolling average,1.9761
12/06/2018,Actual day,1.8604
12/06/2018,Preceding seven-day rolling average,1.9531
13/06/2018,Actual day,1.9919
13/06/2018,Preceding seven-day rolling average,1.939
14/06/2018,Actual day,1.9265
14/06/2018,Preceding seven-day rolling average,1.9452
15/06/2018,Actual day,1.8801
15/06/2018,Preceding seven-day rolling average,1.9318
16/06/2018,Actual day,1.8574
16/06/2018,Preceding seven-day rolling average,1.9213
17/06/2018,Actual day,1.8652
17/06/2018,Preceding seven-day rolling average,1.9071
18/06/2018,Actual day,1.8725
18/06/2018,Preceding seven-day rolling average,1.8928
19/06/2018,Actual day,1.8346
19/06/2018,Preceding seven-day rolling average,1.8934
20/06/2018,Actual day,1.8325
20/06/2018,Preceding seven-day rolling average,1.8897
21/06/2018,Actual day,1.758
21/06/2018,Preceding seven-day rolling average,1.867
22/06/2018,Actual day,1.7999
22/06/2018,Preceding seven-day rolling average,1.8429
23/06/2018,Actual day,1.8235
23/06/2018,Preceding seven-day rolling average,1.8314
24/06/2018,Actual day,1.8019
24/06/2018,Preceding seven-day rolling average,1.8266
25/06/2018,Actual day,1.8076
25/06/2018,Preceding seven-day rolling average,1.8176
26/06/2018,Actual day,1.834
26/06/2018,Preceding seven-day rolling average,1.8083
27/06/2018,Actual day,1.8896
27/06/2018,Preceding seven-day rolling average,1.8082
28/06/2018,Actual day,1.8674
28/06/2018,Preceding seven-day rolling average,1.8164
29/06/2018,Actual day,1.7854
29/06/2018,Preceding seven-day rolling average,1.832
30/06/2018,Actual day,1.8076
30/06/2018,Preceding seven-day rolling average,1.8299
01/07/2018,Actual day,1.8083
01/07/2018,Preceding seven-day rolling average,1.8276
02/07/2018,Actual day,1.9105
02/07/2018,Preceding seven-day rolling average,1.8286
03/07/2018,Actual day,1.9035
03/07/2018,Preceding seven-day rolling average,1.8433
04/07/2018,Actual day,1.9365
04/07/2018,Preceding seven-day rolling average,1.8532
05/07/2018,Actual day,1.9862
05/07/2018,Preceding seven-day rolling average,1.8599
06/07/2018,Actual day,1.9609
06/07/2018,Preceding seven-day rolling average,1.8769
07/07/2018,Actual day,1.9749
07/07/2018,Preceding seven-day rolling average,1.9019
08/07/2018,Actual day,1.9815
08/07/2018,Preceding seven-day rolling average,1.9258
09/07/2018,Actual day,2.0234
09/07/2018,Preceding seven-day rolling average,1.9506
10/07/2018,Actual day,1.9849
10/07/2018,Preceding seven-day rolling average,1.9667
11/07/2018,Actual day,1.9731
11/07/2018,Preceding seven-day rolling average,1.9783
12/07/2018,Actual day,1.9337
12/07/2018,Preceding seven-day rolling average,1.9836
13/07/2018,Actual day,2.002
13/07/2018,Preceding seven-day rolling average,1.9761
14/07/2018,Actual day,1.9644
14/07/2018,Preceding seven-day rolling average,1.9819
15/07/2018,Actual day,1.9633
15/07/2018,Preceding seven-day rolling average,1.9804
16/07/2018,Actual day,1.9021
16/07/2018,Preceding seven-day rolling average,1.9778
17/07/2018,Actual day,1.9597
17/07/2018,Preceding seven-day rolling average,1.9605
18/07/2018,Actual day,1.999
18/07/2018,Preceding seven-day rolling average,1.9569
19/07/2018,Actual day,1.9829
19/07/2018,Preceding seven-day rolling average,1.9606
20/07/2018,Actual day,1.9719
20/07/2018,Preceding seven-day rolling average,1.9676
21/07/2018,Actual day,1.9442
21/07/2018,Preceding seven-day rolling average,1.9633
22/07/2018,Actual day,1.9637
22/07/2018,Preceding seven-day rolling average,1.9604
23/07/2018,Actual day,2.0041
23/07/2018,Preceding seven-day rolling average,1.9605
24/07/2018,Actual day,2.0094
24/07/2018,Preceding seven-day rolling average,1.9751
25/07/2018,Actual day,1.9705
25/07/2018,Preceding seven-day rolling average,1.9822
26/07/2018,Actual day,1.9597
26/07/2018,Preceding seven-day rolling average,1.9781
27/07/2018,Actual day,1.9696
27/07/2018,Preceding seven-day rolling average,1.9748
28/07/2018,Actual day,1.9647
28/07/2018,Preceding seven-day rolling average,1.9745
29/07/2018,Actual day,1.9636
29/07/2018,Preceding seven-day rolling average,1.9774
30/07/2018,Actual day,2.0161
30/07/2018,Preceding seven-day rolling average,1.9774
31/07/2018,Actual day,2
31/07/2018,Preceding seven-day rolling average,1.9791
01/08/2018,Actual day,1.9672
01/08/2018,Preceding seven-day rolling average,1.9777
02/08/2018,Actual day,2.0163
02/08/2018,Preceding seven-day rolling average,1.9773
03/08/2018,Actual day,2.0047
03/08/2018,Preceding seven-day rolling average,1.9854
04/08/2018,Actual day,1.9651
04/08/2018,Preceding seven-day rolling average,1.9904
05/08/2018,Actual day,1.9641
05/08/2018,Preceding seven-day rolling average,1.9904
06/08/2018,Actual day,2.0039
06/08/2018,Preceding seven-day rolling average,1.9905
07/08/2018,Actual day,2.0065
07/08/2018,Preceding seven-day rolling average,1.9888
08/08/2018,Actual day,2.0139
08/08/2018,Preceding seven-day rolling average,1.9897
09/08/2018,Actual day,1.9844
09/08/2018,Preceding seven-day rolling average,1.9964
10/08/2018,Actual day,2.0048
10/08/2018,Preceding seven-day rolling average,1.9918
11/08/2018,Actual day,2.024
11/08/2018,Preceding seven-day rolling average,1.9918
12/08/2018,Actual day,2.035
12/08/2018,Preceding seven-day rolling average,2.0002
13/08/2018,Actual day,2.1067
13/08/2018,Preceding seven-day rolling average,2.0104
14/08/2018,Actual day,2.0473
14/08/2018,Preceding seven-day rolling average,2.025
15/08/2018,Actual day,2.0077
15/08/2018,Preceding seven-day rolling average,2.0309
16/08/2018,Actual day,2.093
16/08/2018,Preceding seven-day rolling average,2.03
17/08/2018,Actual day,2.1277
17/08/2018,Preceding seven-day rolling average,2.0455
18/08/2018,Actual day,2.0842
18/08/2018,Preceding seven-day rolling average,2.0631
19/08/2018,Actual day,2.0493
19/08/2018,Preceding seven-day rolling average,1.7739
20/08/2018,Actual day,2.1424
20/08/2018,Preceding seven-day rolling average,2.0707
21/08/2018,Actual day,2.1805
21/08/2018,Preceding seven-day rolling average,2.0758
22/08/2018,Actual day,2.1995
22/08/2018,Preceding seven-day rolling average,2.0948
23/08/2018,Actual day,2.2227
23/08/2018,Preceding seven-day rolling average,2.1222
24/08/2018,Actual day,2.2441
24/08/2018,Preceding seven-day rolling average,2.1407
25/08/2018,Actual day,2.2747
25/08/2018,Preceding seven-day rolling average,2.1574
26/08/2018,Actual day,2.2337
26/08/2018,Preceding seven-day rolling average,2.1876
27/08/2018,Actual day,2.273
27/08/2018,Preceding seven-day rolling average,2.2139
28/08/2018,Actual day,2.3405
28/08/2018,Preceding seven-day rolling average,2.2326
29/08/2018,Actual day,2.4006
29/08/2018,Preceding seven-day rolling average,2.2555
30/08/2018,Actual day,2.3768
30/08/2018,Preceding seven-day rolling average,2.2842
31/08/2018,Actual day,2.2912
31/08/2018,Preceding seven-day rolling average,2.3062
01/09/2018,Actual day,2.3165
01/09/2018,Preceding seven-day rolling average,2.3129
02/09/2018,Actual day,2.3144
02/09/2018,Preceding seven-day rolling average,2.3189
03/09/2018,Actual day,2.4177
03/09/2018,Preceding seven-day rolling average,2.3304
04/09/2018,Actual day,2.418
04/09/2018,Preceding seven-day rolling average,2.3511
05/09/2018,Actual day,2.4544
05/09/2018,Preceding seven-day rolling average,2.3622
06/09/2018,Actual day,2.5406
06/09/2018,Preceding seven-day rolling average,2.3699
07/09/2018,Actual day,2.5589
07/09/2018,Preceding seven-day rolling average,2.3933
08/09/2018,Actual day,2.5672
08/09/2018,Preceding seven-day rolling average,2.4315
09/09/2018,Actual day,2.4933
09/09/2018,Preceding seven-day rolling average,2.4673
10/09/2018,Actual day,2.6252
10/09/2018,Preceding seven-day rolling average,2.4929
11/09/2018,Actual day,2.581
11/09/2018,Preceding seven-day rolling average,2.5225
12/09/2018,Actual day,2.5194
12/09/2018,Preceding seven-day rolling average,2.5458
13/09/2018,Actual day,2.4083
13/09/2018,Preceding seven-day rolling average,2.5551
14/09/2018,Actual day,2.4073
14/09/2018,Preceding seven-day rolling average,2.5362
15/09/2018,Actual day,2.4321
15/09/2018,Preceding seven-day rolling average,2.5145
16/09/2018,Actual day,2.3982
16/09/2018,Preceding seven-day rolling average,2.4952
17/09/2018,Actual day,2.4692
17/09/2018,Preceding seven-day rolling average,2.4816
18/09/2018,Actual day,2.4057
18/09/2018,Preceding seven-day rolling average,2.4594
19/09/2018,Actual day,2.5368
19/09/2018,Preceding seven-day rolling average,2.4343
20/09/2018,Actual day,2.599
20/09/2018,Preceding seven-day rolling average,2.4368
21/09/2018,Actual day,2.6496
21/09/2018,Preceding seven-day rolling average,2.464
22/09/2018,Actual day,2.6439
22/09/2018,Preceding seven-day rolling average,2.4987
23/09/2018,Actual day,2.6037
23/09/2018,Preceding seven-day rolling average,2.5289
24/09/2018,Actual day,2.6814
24/09/2018,Preceding seven-day rolling average,2.5583
25/09/2018,Actual day,2.6372
25/09/2018,Preceding seven-day rolling average,2.5886
26/09/2018,Actual day,2.5535
26/09/2018,Preceding seven-day rolling average,2.6217
27/09/2018,Actual day,2.4806
27/09/2018,Preceding seven-day rolling average,2.624
28/09/2018,Actual day,2.4957
28/09/2018,Preceding seven-day rolling average,2.6071
29/09/2018,Actual day,2.4851
29/09/2018,Preceding seven-day rolling average,2.5851
30/09/2018,Actual day,2.4608
30/09/2018,Preceding seven-day rolling average,2.5625
01/10/2018,Actual day,2.4327
01/10/2018,Preceding seven-day rolling average,2.542
02/10/2018,Actual day,2.452
02/10/2018,Preceding seven-day rolling average,2.5065
03/10/2018,Actual day,2.4282
03/10/2018,Preceding seven-day rolling average,2.4801
04/10/2018,Actual day,2.4557
04/10/2018,Preceding seven-day rolling average,2.4622
05/10/2018,Actual day,2.4927
05/10/2018,Preceding seven-day rolling average,2.4586
06/10/2018,Actual day,2.4486
06/10/2018,Preceding seven-day rolling average,2.4582
07/10/2018,Actual day,2.4413
07/10/2018,Preceding seven-day rolling average,2.453
08/10/2018,Actual day,2.3607
08/10/2018,Preceding seven-day rolling average,2.4502
09/10/2018,Actual day,2.2307
09/10/2018,Preceding seven-day rolling average,2.4399
10/10/2018,Actual day,2.2035
10/10/2018,Preceding seven-day rolling average,2.4083
11/10/2018,Actual day,2.1383
11/10/2018,Preceding seven-day rolling average,2.3762
12/10/2018,Actual day,2.2621
12/10/2018,Preceding seven-day rolling average,2.3308
13/10/2018,Actual day,2.2627
13/10/2018,Preceding seven-day rolling average,2.2979
14/10/2018,Actual day,2.3108
14/10/2018,Preceding seven-day rolling average,2.2713
15/10/2018,Actual day,2.3564
15/10/2018,Preceding seven-day rolling average,2.2527
16/10/2018,Actual day,2.2868
16/10/2018,Preceding seven-day rolling average,2.2521
17/10/2018,Actual day,2.1568
17/10/2018,Preceding seven-day rolling average,2.2601
18/10/2018,Actual day,2.2116
18/10/2018,Preceding seven-day rolling average,2.2534
19/10/2018,Actual day,2.316
19/10/2018,Preceding seven-day rolling average,2.2639
20/10/2018,Actual day,2.257
20/10/2018,Preceding seven-day rolling average,2.2716
21/10/2018,Actual day,2.0698
21/10/2018,Preceding seven-day rolling average,2.2708
22/10/2018,Actual day,2.1373
22/10/2018,Preceding seven-day rolling average,2.2363
23/10/2018,Actual day,2.0856
23/10/2018,Preceding seven-day rolling average,2.205
24/10/2018,Actual day,2.1372
24/10/2018,Preceding seven-day rolling average,2.1763
25/10/2018,Actual day,2.2151
25/10/2018,Preceding seven-day rolling average,2.1735
26/10/2018,Actual day,2.119
26/10/2018,Preceding seven-day rolling average,2.174
27/10/2018,Actual day,2.0973
27/10/2018,Preceding seven-day rolling average,2.1459
28/10/2018,Actual day,2.212
28/10/2018,Preceding seven-day rolling average,2.123
29/10/2018,Actual day,2.2276
29/10/2018,Preceding seven-day rolling average,2.1434
30/10/2018,Actual day,2.2405
30/10/2018,Preceding seven-day rolling average,2.1563
31/10/2018,Actual day,2.145
31/10/2018,Preceding seven-day rolling average,2.1784
01/11/2018,Actual day,2.0983
01/11/2018,Preceding seven-day rolling average,2.1795
02/11/2018,Actual day,2.1051
02/11/2018,Preceding seven-day rolling average,2.1628
03/11/2018,Actual day,2.091
03/11/2018,Preceding seven-day rolling average,2.1608
04/11/2018,Actual day,2.1005
04/11/2018,Preceding seven-day rolling average,2.1599
05/11/2018,Actual day,2.0801
05/11/2018,Preceding seven-day rolling average,2.144
06/11/2018,Actual day,2.0717
06/11/2018,Preceding seven-day rolling average,2.1229
07/11/2018,Actual day,2.1534
07/11/2018,Preceding seven-day rolling average,2.0988
08/11/2018,Actual day,2.1741
08/11/2018,Preceding seven-day rolling average,2.1
09/11/2018,Actual day,2.1168
09/11/2018,Preceding seven-day rolling average,2.1108
10/11/2018,Actual day,2.0937
10/11/2018,Preceding seven-day rolling average,2.1125
11/11/2018,Actual day,2.1115
11/11/2018,Preceding seven-day rolling average,2.1129
12/11/2018,Actual day,2.1949
12/11/2018,Preceding seven-day rolling average,2.1145
13/11/2018,Actual day,2.2673
13/11/2018,Preceding seven-day rolling average,2.1309
14/11/2018,Actual day,2.3175
14/11/2018,Preceding seven-day rolling average,2.1588
15/11/2018,Actual day,2.4115
15/11/2018,Preceding seven-day rolling average,2.1823
16/11/2018,Actual day,2.3889
16/11/2018,Preceding seven-day rolling average,2.2162
17/11/2018,Actual day,2.2246
17/11/2018,Preceding seven-day rolling average,2.255
18/11/2018,Actual day,2.3061
18/11/2018,Preceding seven-day rolling average,2.2737
19/11/2018,Actual day,2.2411
19/11/2018,Preceding seven-day rolling average,2.3015
20/11/2018,Actual day,2.2006
20/11/2018,Preceding seven-day rolling average,2.3081
21/11/2018,Actual day,2.2544
21/11/2018,Preceding seven-day rolling average,2.2986
22/11/2018,Actual day,2.2693
22/11/2018,Preceding seven-day rolling average,2.2896
23/11/2018,Actual day,2.2273
23/11/2018,Preceding seven-day rolling average,2.2693
24/11/2018,Actual day,2.2308
24/11/2018,Preceding seven-day rolling average,2.2462
25/11/2018,Actual day,2.2249
25/11/2018,Preceding seven-day rolling average,2.2471
26/11/2018,Actual day,2.1813
26/11/2018,Preceding seven-day rolling average,2.2355
27/11/2018,Actual day,2.2457
27/11/2018,Preceding seven-day rolling average,2.2269
28/11/2018,Actual day,2.1595
28/11/2018,Preceding seven-day rolling average,2.2334
29/11/2018,Actual day,2.1454
29/11/2018,Preceding seven-day rolling average,2.2198
30/11/2018,Actual day,2.1558
30/11/2018,Preceding seven-day rolling average,2.2021
01/12/2018,Actual day,2.2345
